mz,Sample1_erin_mass_listhotw_0001_5ppm_8m_000001.csv,Sample2_erin_mass_listhotw_0002_5ppm_8m_000002.csv,Sample3_erin_mass_listhotw_0003_5ppm_8m_000002.csv,Sample6_erin_mass_listhotw_0004_5ppm_8m_000003.csv,Sample8_erin_mass_listhotw_0005_5ppm_8m_000002.csv,Sample9_erin_mass_listhotw_0006_5ppm_8m_000002.csv,Sample10_erin_mass_listhotw_0007_5ppm_8m_000002.csv,Sample11_erin_mass_listhotw_0008_5ppm_8m_000001.csv,Sample12_erin_mass_listhotw_0009_5ppm_8m_000001.csv,Sample13_erin_mass_listhotw_0010_5ppm_8m_000001.csv,Sample14_erin_mass_listhotw_0010_5ppm_8m_000002.csv,Sample15_erin_mass_listhotw_0012_5ppm_8m_000001.csv,Sample16_erin_mass_listhotw_0013_5ppm_8m_000001.csv,Sample17_erin_mass_listhotw_0014_5ppm_8m_000001.csv,Sample18_erin_mass_listhotw_0015_5ppm_8m_000001.csv,Sample19_erin_mass_listhotw_0016_5ppm_8m_000001.csv,Sample20_erin_mass_listhotw_0017_5ppm_8m_000001.csv,Sample21_erin_mass_listhotw_0018_5ppm_8m_000001.csv,Sample22_erin_mass_listhotw_0019_5ppm_8m_000001.csv,Sample23_erin_mass_listhotw_0020_5ppm_8m_000001.csv,Sample24_erin_mass_listhotw_0021_5ppm_8m_000001.csv,Sample25_erin_mass_listhotw_0022_5ppm_8m_000001.csv,Sample26_erin_mass_listhotw_0023_5ppm_8m_000001.csv,Sample27_erin_mass_listhotw_0024_5ppm_8m_000001.csv,Sample28_erin_mass_listhotw_0025_5ppm_8m_000001.csv,Sample29_erin_mass_listhotw_0026_5ppm_8m_000001.csv,Sample30_erin_mass_listhotw_0027_5ppm_8m_000001.csv,Sample31_erin_mass_listhotw_0028_5ppm_8m_000001.csv,Sample32_erin_mass_listhotw_0029_5ppm_8m_000001.csv,Sample33_erin_mass_listhotw_0030_5ppm_8m_000001.csv,Sample34_erin_mass_listhotw_0031_5ppm_8m_000001.csv,Sample35_erin_mass_listhotw_0032_5ppm_8m_000001.csv,Sample36_erin_mass_listhotw_0033_5ppm_8m_000001.csv,Sample37_erin_mass_listhotw_0034_5ppm_8m_000001.csv,Sample38_erin_mass_listhotw_0035_5ppm_8m_000001.csv,Sample39_erin_mass_listhotw_0036_5ppm_8m_000001.csv,Sample40_erin_mass_listhotw_0037_5ppm_8m_000001.csv,Sample41_erin_mass_listhotw_0038_5ppm_8m_000001.csv,Sample42_erin_mass_listhotw_0039_5ppm_8m_000001.csv,Sample43_erin_mass_listhotw_0040_5ppm_8m_000001.csv,Sample44_erin_mass_listhotw_0041_5ppm_8m_000001.csv,Sample45_erin_mass_listhotw_0042_5ppm_8m_000001.csv,Sample46_erin_mass_listhotw_0043_5ppm_8m_000001.csv,Sample47_erin_mass_listhotw_0044_5ppm_8m_000001.csv,Sample48_erin_mass_listhotw_0045_5ppm_8m_000001.csv,Sample49_erin_mass_listhotw_0046_5ppm_8m_000001.csv,Sample50_erin_mass_listhotw_0047_5ppm_8m_000001.csv,Sample51_erin_mass_listhotw_0048_5ppm_8m_000001.csv,Sample52_erin_mass_listhotw_0049_5ppm_8m_000001.csv,Sample54_erin_mass_listhotw_0050_5ppm_8m_000001.csv,Sample55_erin_mass_listhotw_0051_5ppm_8m_000001.csv,Sample56_erin_mass_listhotw_0052_5ppm_8m_000001.csv,Sample57_erin_mass_listhotw_0053_5ppm_8m_000001.csv,Sample58_erin_mass_listhotw_0054_5ppm_8m_000001.csv,Sample59_erin_mass_listhotw_0055_5ppm_8m_000001.csv,Sample60_erin_mass_listhotw_0056_5ppm_8m_000001.csv,Sample61_erin_mass_listhotw_0057_5ppm_8m_000001.csv,Sample62_erin_mass_listhotw_0058_5ppm_8m_000001.csv,Sample63_erin_mass_listhotw_0059_5ppm_8m_000001.csv,Sample64_erin_mass_listhotw_0060_5ppm_8m_000001.csv,Sample65_erin_mass_listhotw_0061_5ppm_8m_000001.csv,Sample66_erin_mass_listhotw_0062_5ppm_8m_000001.csv,Sample67_erin_mass_listhotw_0063_5ppm_8m_000001.csv,Sample68_erin_mass_listhotw_0064_5ppm_8m_000001.csv,Sample69_erin_mass_listhotw_0065_5ppm_8m_000001.csv,Sample70_erin_mass_listhotw_0066_5ppm_8m_000001.csv
151.0400486,9218750,9770804,14817779,15394749,17474046,20883448,23684984,14884250,26345022,4399868,3935778,7873838,11774285,5618442,5623994,5026198,2423385,5831448,8019206,6721867,9292323,3084074,4286579,2422942,5696951,6232198,6007294,5076269,2752325,6176884,3152637,4964330,3759838,25598334,3555692,3353244,10081762,2935674,11623476,3458738,3129188,2399199,2763632,3854300,4753623,6362442,2483997,3002015,3109486,3354774,2468910,2654882,3235946,2450257,3076656,4253348,2153372,2301197,2953911,2971416,NA,2868748,2810715,3074189,2436776,NA
151.0764029,3024623,3693412,5305893,4842477,5895728,7321640,7915433,5858762,9381487,NA,2169425,2809181,2936958,3214137,2898152,3756999,NA,2173511,3806263,2983547,2954067,NA,NA,NA,NA,NA,2679215,NA,NA,2396837,2439215,NA,NA,8248752,NA,3103947,5001745,NA,5587044,3002338,NA,NA,2398495,2371852,2394630,2123386,2299598,2165453,NA,NA,NA,NA,2215577,NA,2137951,2231508,2478026,2992189,NA,2492233,NA,2230584,NA,NA,2346458,NA
151.0764553,4100335,4552549,6656549,3992556,3894832,3593256,6137768,5627338,6157935,NA,NA,2331486,2207741,2240570,NA,NA,NA,2459208,NA,NA,NA,NA,NA,NA,NA,NA,2203184,NA,NA,NA,NA,NA,NA,6693296,NA,2177738,3366929,NA,5471332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2305432,NA,NA,NA,2367945,2597179,NA,NA,NA,NA,NA,NA,NA,NA
151.9989414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2245143,NA,NA,NA,NA,2152249,NA,NA,NA,NA,2267658,2257521,2240340,2141860,NA,NA,2423583,NA,NA,NA,NA,NA,NA,NA,NA,2241464,NA,NA,2169518,NA,NA,2248302,NA,2450092,NA,2954766,NA,NA,NA,2147095,NA,NA,NA,NA,NA,NA,NA,2582185,NA,2475202,NA,2174035,2189508,NA,2595232
151.9990703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2307385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2214320,NA,NA,2167664,NA,NA,NA,2314512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.0351899,NA,NA,NA,NA,3017542,NA,NA,NA,2330004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3851473,NA,NA,NA,NA,2624214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152.0353354,NA,2135917,2487113,2174170,3162438,2902837,2553022,2925253,2451348,NA,2241312,NA,2138232,NA,NA,3452127,NA,NA,2342975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130992,NA,NA,3917521,NA,NA,2263527,NA,2130006,NA,NA,NA,NA,NA,2183898,NA,2197823,NA,NA,NA,2207817,NA,NA,NA,NA,2181833,NA,NA,NA,NA,NA,NA,NA,2759092,NA,2287824
153.0193032,18278668,21711264,40191128,43024880,49554568,57893484,71852544,45686760,100051176,7843646,8298519,21014364,24278940,11117865,10669742,11808802,6641782,9894207,17211250,15196051,16513161,6107461,10909895,5212257,13121005,10833085,11523178,10024809,4868502,10708227,5984605,10480954,5874239,70583328,6288204,6177460,25702374,5488804,27016818,7727626,5835701,7774735,6055369,7234559,8497879,10470317,5054556,3989693,5307950,4873296,6085342,4033001,8658544,3416875,5181778,6268137,3756243,4268313,4675829,6971751,4971249,3512294,3801123,5124821,5168702,6790107
153.0709093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2343072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2269858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2414743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.9984434,5636475,7333419,9543517,5539912,8068911,13454593,15672487,9992795,19741612,2610333,2487083,3410346,4598282,2726761,3924164,3986127,2130097,2349190,4095999,3516153,4633360,2387197,2603309,NA,4218177,NA,2594038,3987396,NA,3882928,2599899,2305961,2128826,16621281,2447182,2261228,7975437,2318697,3764435,2567297,2245925,2486363,2443584,NA,4370935,2961712,NA,NA,NA,2549801,2408234,NA,2725528,NA,NA,2761548,2583466,NA,2178642,2397141,2154387,NA,NA,2162491,2625265,NA
155.0139621,NA,2158399,NA,2403420,NA,NA,NA,NA,2275265,NA,NA,NA,NA,NA,NA,NA,2692038,NA,NA,NA,2739492,2280850,2522194,2349399,NA,2156328,NA,2311385,2590236,NA,NA,2472256,NA,NA,2164578,NA,2168865,2556927,NA,NA,NA,NA,NA,NA,2187020,2435397,NA,NA,2237471,NA,NA,NA,NA,2587959,NA,NA,NA,2373977,2293286,NA,NA,NA,NA,NA,NA,NA
155.0348597,2558379,12868701,15179664,18267256,18399074,18484532,19234010,17480332,19579870,NA,NA,NA,NA,2268826,NA,2483714,NA,NA,NA,2616360,6580034,NA,4302190,2301039,NA,NA,5415720,NA,2136375,NA,2404874,NA,NA,24874772,2238334,2147355,12577341,4051740,15587588,NA,2143065,NA,NA,2354288,2587173,7930466,NA,2237998,2150712,2274905,NA,NA,NA,NA,2683077,2447358,NA,NA,4446852,2617095,NA,2512398,2131643,NA,NA,2708039
155.0349729,12731308,12725341,18837392,16682105,23064418,26729780,33086682,23743116,46306272,4408783,5636699,8279515,10977852,8481690,5960948,9491201,5543650,5300151,8670769,6988842,6514498,4151727,3953006,3299954,6936690,6026050,4325671,5249013,4825912,7838690,4127244,6857179,4596464,34262804,3970174,4089116,16439868,2556700,13494532,4020915,5234264,5304460,3872882,5831792,4845607,5465954,3376619,2471469,3513914,4000345,4220123,2209791,3276744,3184465,2485701,4708734,NA,2626420,4164995,5055495,3480389,2639118,4250427,3389549,4204836,2841671
155.0501123,2794433,NA,NA,NA,NA,NA,NA,2232479,NA,2404833,NA,NA,NA,NA,2291081,NA,NA,NA,NA,NA,NA,NA,2163844,NA,NA,NA,2250299,NA,2288462,2181110,2190371,2548207,2753028,2327336,NA,NA,2172495,NA,2132761,NA,2140396,NA,NA,NA,2188732,2739829,2200321,2323203,2158158,NA,2208495,NA,NA,NA,2308059,2145683,2460015,NA,NA,NA,2288728,NA,NA,2359776,NA,NA
155.071469,NA,2840719,2631619,2145964,4770708,3501413,3818764,3862205,4617234,NA,NA,2492941,NA,NA,NA,2239605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4710214,NA,NA,2326637,NA,4143413,NA,NA,NA,NA,NA,NA,NA,NA,2151517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155.0867044,NA,NA,2354392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2274121,NA,2231548,NA,NA,NA,NA,2360500,NA,2391095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2808370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2395020
156.081996,NA,NA,NA,NA,NA,NA,2308743,NA,NA,NA,NA,NA,NA,NA,NA,2171312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2588389,NA,NA,NA,NA,NA,NA,NA,NA,2212656,NA,NA,NA,NA,NA,2400520,NA,NA,NA,2229187,NA,NA,NA
157.0141758,10692145,14526207,16960108,18147046,18364960,23123936,29161368,21472534,35454652,4026435,4904070,10184766,14144702,6765042,5846817,7176645,3098933,4282388,9042133,8634534,8531424,4228609,6885884,3123308,6515421,3219882,6733256,7166055,3626944,9435809,4112544,3941985,4465027,30046704,2504601,3154283,18519164,3508088,11701117,4210239,4252896,4464363,2932478,4444872,4542557,10492155,4348768,3822468,4042798,3390029,3102013,2862334,3478792,3324254,3050528,3793143,NA,2218675,3156215,4836746,2782593,2143261,2741686,3322857,5405674,2746778
157.0506528,4053091,6767409,7342751,6573848,8765011,9488402,15474635,10083655,15711985,NA,NA,2787951,4436720,2977699,3579729,3814392,2753893,2971205,3009543,2721496,3769874,2327089,2343982,2516123,2314766,3875804,3448314,NA,NA,3408596,NA,2900370,2700725,13099555,2580937,NA,9755821,NA,8512430,2428785,2798353,2331165,NA,4700920,NA,4787501,NA,2159029,2503773,NA,NA,NA,2423608,NA,2170193,NA,NA,NA,2832680,2209468,NA,2481869,NA,2913306,2176029,NA
157.0506907,4693603,4574002,7537311,7687960,8616530,6221842,7294923,10095943,8226545,NA,NA,3891311,NA,NA,NA,2551801,NA,NA,NA,2202329,NA,NA,2212910,NA,NA,NA,NA,NA,NA,2938580,NA,NA,2148022,10232355,NA,NA,6823085,NA,7924654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236861,NA,NA,NA,NA,NA,NA
158.9934996,NA,NA,NA,2928995,3177707,4656792,3605092,2388909,4752297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4652252,NA,2471881,2752205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158.9935058,NA,NA,NA,NA,2167786,NA,NA,NA,2464682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2675916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.0298521,8150261,11297249,12649863,12005780,14923037,15655627,15823510,15294431,17443292,NA,NA,6327007,NA,NA,3732622,NA,NA,NA,NA,4788064,NA,NA,NA,NA,NA,NA,NA,NA,NA,4443803,2537585,NA,NA,17425680,NA,2923256,12586750,NA,10997302,NA,NA,NA,3348423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2146721,NA,NA
159.029896,9722101,11278816,16012679,16458133,17863966,21750474,27689622,18132958,36239836,NA,5686512,5812958,8016510,5503115,4669839,6416071,3108293,5517488,8347577,6757216,6444222,3975824,5014731,2749605,5508484,5025358,4782247,4508950,3721352,4837275,3092849,5705509,3119954,25863440,4709364,4032505,15617790,2436624,12914230,4689928,4783526,3761029,3490759,4334684,5720273,7380435,3817746,2604570,3828317,3495042,3729882,NA,3818887,NA,3596474,4007854,2617456,2595382,3104680,5329227,3073532,NA,2753901,3267746,3897070,4504877
159.0451199,NA,NA,NA,NA,3201331,2753248,4708012,3355636,3009010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2171549,NA,NA,NA,NA,3086629,NA,NA,NA,NA,2591306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.045144,2731274,2541046,2991516,2331561,2173235,2587360,5930668,3227124,6455794,NA,NA,NA,NA,NA,NA,NA,NA,2378437,NA,NA,2250962,NA,NA,NA,NA,NA,NA,2245803,2797725,NA,NA,NA,NA,5203237,NA,NA,2878994,NA,2287179,2264605,NA,NA,NA,NA,2285157,NA,2186534,2920495,NA,2142102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2512400,2441084,NA,NA,NA,2212673
159.0453123,NA,NA,NA,NA,NA,4120288,NA,NA,2592242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2445605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.0663561,NA,2142741,NA,NA,3043152,NA,2724553,2353937,3025423,NA,NA,NA,NA,NA,2602942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2517834,NA,NA,NA,NA,NA,2290243,NA,NA,NA,NA,2241129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215573,NA,NA,NA,NA
161.0090669,4405642,5201043,5566578,7814167,9324523,9031047,9631077,7510652,10094794,NA,NA,NA,NA,NA,2230738,NA,NA,NA,NA,NA,NA,NA,NA,NA,3331581,2147775,NA,NA,NA,2416736,NA,NA,NA,11980801,NA,NA,3602774,NA,4036802,NA,NA,NA,NA,NA,NA,3171964,2217108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2506204,NA,NA,NA,NA,NA,NA
161.0091351,6750090,6507667,6076530,5512215,8413163,8144264,11140453,9448059,13814986,NA,NA,2991440,4538382,3152631,2486226,3874714,NA,2537759,4403822,4417002,4706669,NA,2536302,NA,2387196,3207360,NA,2498967,2253090,2796640,NA,2326971,NA,10715137,NA,NA,7442774,2531705,3584195,NA,NA,NA,2228829,2350275,3247896,3145340,2668950,NA,3056737,NA,2964040,NA,2566364,NA,NA,NA,NA,2487432,NA,3124701,2268746,NA,NA,2176811,NA,2150546
163.003843,NA,2371412,2991979,4466345,2965702,4784211,5663809,4249897,4485063,NA,NA,NA,NA,NA,NA,2132091,NA,NA,2729780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3275526,NA,NA,2341825,NA,NA,2297162,NA,NA,NA,NA,NA,NA,NA,NA,2354805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.0400145,NA,NA,2251421,NA,NA,2777987,2245746,9149786,NA,NA,2262703,NA,NA,NA,NA,2404015,NA,NA,NA,2218677,NA,NA,2541971,NA,2901170,NA,NA,3053145,NA,NA,NA,NA,NA,2721592,NA,NA,NA,NA,2211473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.0400268,5218912,4909959,10083230,9801434,10287865,11139205,13936756,4056923,11718650,NA,2267567,NA,NA,NA,NA,2200238,2147530,2337742,NA,2179504,2562652,NA,2515028,NA,2181810,NA,NA,2812504,2397183,2546269,NA,NA,NA,13589305,NA,NA,6169586,NA,8977297,2208124,NA,2141460,NA,2427754,2319263,3503973,NA,NA,2170273,NA,NA,NA,NA,2370593,NA,2555904,2265504,NA,NA,NA,2200282,NA,NA,2484723,NA,NA
163.0401099,7573088,7454598,8764319,8543963,9904889,11602053,17283188,9035099,19079162,2282552,2417839,4551169,6575324,3068326,3389526,6208174,2362058,2856398,5491045,4656306,5630558,2163859,2399827,NA,4688564,3416431,4572738,2607192,2381309,4365664,NA,2414737,2357706,16194361,NA,NA,6691826,NA,6065041,2594426,NA,3568274,NA,2332776,2514462,3596133,2510425,NA,2818210,NA,2457841,NA,2914930,2256806,NA,2268926,2134437,NA,NA,NA,3110617,NA,NA,2381298,3317452,NA
163.0764862,6225554,7448505,7779282,6463244,7904044,8409271,12781734,8131981,14008365,3104359,NA,3389490,3389198,NA,2239622,3609312,NA,2514687,4965784,3321060,4758672,NA,2768006,NA,2866405,2383776,NA,NA,NA,2645906,NA,2387650,NA,10941292,2351821,2909482,7752738,NA,6624195,3461035,NA,2851523,2290534,2985113,2528718,2301591,NA,2370914,NA,NA,2380579,NA,NA,NA,NA,NA,NA,NA,2805789,NA,NA,2132370,2758123,2776611,2288892,2181737
163.0765173,4124306,NA,6826962,7638796,6417195,7209143,7688359,6366604,8937517,2168167,NA,2150707,NA,NA,2425991,NA,NA,NA,2150296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9522028,NA,NA,4826146,NA,6544323,NA,NA,2819267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2467176
164.0433287,NA,NA,NA,NA,NA,2235118,NA,2815157,NA,NA,NA,NA,2453292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2807999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165.0193506,12886239,11569698,21702258,51380556,35399084,34087724,21742378,35151844,18950864,3470493,NA,NA,NA,NA,3768459,NA,NA,NA,NA,4412196,NA,2349029,3394789,NA,3160596,3055045,4474071,NA,NA,NA,2157946,2896656,2221898,18531866,2393284,2137926,24575550,NA,7857676,NA,2301338,NA,NA,NA,NA,4472822,NA,NA,2223762,NA,NA,NA,NA,NA,2480442,2479854,NA,NA,NA,NA,NA,2517741,NA,NA,NA,NA
165.0193993,10236128,8860194,2422386,44859724,35964332,36184876,28975914,34308068,30829264,4235934,43301340,5583708,8059730,11568130,3566219,7492968,4421912,2425384,6836230,4053796,6511864,2298852,3607781,NA,4323605,3101125,5055191,6369986,3128354,4500482,2411640,3626768,2710090,21378586,2389188,3041607,18501182,2294893,8572428,2972153,2244250,NA,3314097,4554936,4448209,4411894,3815622,2388873,2264978,3821284,2495301,2357640,2942648,NA,3320377,3729519,NA,2401626,NA,4378407,2731798,2193645,NA,NA,NA,2275978
165.0556705,10240273,10226260,16426660,15446396,18609632,21107548,29500252,17371158,31951620,2194126,3931149,5531276,7464836,4490291,4739259,6830491,2806600,4842585,8761400,5693269,7457065,4188180,4527383,2732340,4302661,3739126,4690696,4024563,2847411,3970420,3408809,3168065,4185467,27207246,3499251,3610487,10425966,3388827,12521021,4055594,3275723,4311309,NA,3608040,4713985,6018088,4067575,3222969,4025025,3348754,3578230,2307001,3579624,3128416,2264681,3657888,2602550,2809738,2436999,3492696,2748998,2888986,3506263,2571410,3156908,2644155
166.0510119,2355279,2301092,2406922,2970292,2178616,2750639,3007670,3104092,2583148,NA,NA,2478007,NA,2159455,2178008,2216950,NA,2324353,NA,2975883,2190452,2843451,2504287,NA,NA,NA,NA,NA,2962418,2168706,NA,2167422,NA,3897278,NA,NA,2580373,2338496,2502008,NA,2379400,2174511,NA,2400527,2296729,2138734,2204970,NA,2230709,NA,NA,2228467,2349838,NA,NA,2394967,NA,NA,NA,2170516,2222440,2181660,2205836,2489543,NA,NA
166.9985513,2563974,4393125,6887721,8149926,6946888,8181176,7404998,6840921,8328588,NA,NA,NA,5334445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2197631,NA,NA,NA,2455172,NA,NA,NA,9945317,NA,NA,3242103,NA,3330161,NA,NA,NA,NA,NA,NA,2883182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166.9985814,4104006,3873188,5701929,5753766,7311432,8691128,10339782,6941273,13876620,NA,NA,2938525,2697645,3272777,3383466,2832904,NA,NA,3142286,3056506,3809657,NA,NA,NA,2874203,2208255,2364751,2913043,2281711,2843780,NA,NA,NA,10207461,NA,2551164,6381687,NA,3803249,NA,NA,NA,NA,NA,NA,2695790,NA,NA,NA,2238677,NA,NA,NA,NA,NA,NA,2877517,NA,NA,2173317,NA,NA,NA,NA,NA,NA
167.0349083,15985527,18255062,21737818,21760982,22237306,23088616,26799608,22022794,23360958,2324760,2297890,NA,13577694,NA,NA,NA,NA,2341018,2157761,2232492,2613676,2440780,5709713,2246687,2294667,NA,2449279,NA,2303518,NA,NA,NA,NA,30421272,4306695,2178220,19114152,2724044,13723809,2258063,NA,2565947,NA,3335967,2643739,NA,NA,NA,NA,NA,NA,NA,NA,NA,2154931,NA,NA,NA,NA,NA,NA,NA,2625960,NA,NA,3836661
167.0349723,16788342,15718613,25973084,23923670,30109818,38718952,46190072,29330058,58873276,5274907,5308708,10034381,13946334,9007737,6647002,8926266,5928318,7306906,12245695,10031531,13124522,4938315,5618065,3104545,9441163,6578735,7129985,8111427,3270944,9090997,3769364,7771559,5992670,44847384,3598599,5139372,18962598,2184653,18696354,5099662,4790836,6354747,3996226,6389535,6262300,10525343,4099914,3844091,4520601,3974916,5464493,2635541,5007128,3381077,2645681,4819190,NA,3036593,4731351,4016054,2336108,3533068,2559656,3473637,4061244,3408117
167.0864572,NA,2317083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2136531,NA,NA,2251655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169.0143726,18216378,18720564,19078126,21452304,22502126,31619154,42399856,26596572,50970708,5203778,5488157,11199210,14629907,8555679,7948508,8233654,4616081,4627642,13460772,8322269,12283401,3513697,5895660,4148976,9327022,7922242,6763988,8551281,3478891,7680780,2896985,5899241,4798233,38632384,2976255,4564416,19735236,4397530,10396390,4742861,3016826,5517634,4114557,4559156,6258711,6868211,4316538,2687006,4168785,4373212,3697087,2288980,6507817,3025451,3330778,4591913,2155681,4160951,3770373,5431792,2818930,2627807,3282131,3913492,5231780,4304656
169.0294182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2233869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2635804,NA,NA,2140400,NA,NA,NA,NA
169.0506722,11517419,9506661,14797855,11359808,14211871,16570498,21989536,16581901,27623558,4349810,4044363,5818649,7223363,4383951,5314826,8018663,2418112,3811562,8502612,5614093,7713338,3843728,4411933,2460958,4874718,4651633,6074884,2592672,3005850,5288765,2958986,4384025,3638089,22240244,3551021,3170287,13550323,2539529,11449110,4158717,3143338,3502960,2515628,4445027,4385861,6785315,2288041,NA,NA,4344586,3139054,2474111,2998104,2935899,3072777,3960152,NA,NA,3097652,5041695,2377121,NA,2848515,2238276,3616469,2479423
169.1022136,NA,2311081,NA,NA,NA,NA,NA,2243665,2228940,NA,NA,2240093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2166622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2209330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2297059,2584651,NA,NA,2144537,NA
